21,153
5,168
205,18
69,122
7,177
78,106
122,97
7,72
19,12
51,168
126,114
47,38
205,210
205,68
146,11
120,122
5,76
140,193
49,60
146,153
92,11
10,94
149,174
76,26
149,32
195,45
21,11
78,35
157,18
134,126
90,94
5,26
211,122
7,35
43,129
204,27
149,72
55,185
49,193
196,39
140,122
63,197
195,187
51,26
19,165
63,89
78,143
122,26
78,72
147,76
157,160
69,193
76,147
63,139
55,43
152,94
76,76
204,169
196,181
149,28
7,143
49,51
185,129
5,147
81,94
114,129
134,89
126,43
81,165
120,51
205,89
149,170
114,200
10,165
4,82
134,160
134,55
134,210
134,139
7,103
53,116
163,167
15,89
205,139
62,98
63,55
180,203
146,82
75,82
54,110
143,163
7,99
43,200
163,25
78,103
63,160
180,61
63,210
143,21
124,116
146,143
86,89
90,23
21,96
19,23
69,51
4,153
140,51
75,153
7,1
78,1
38,132
5,5
155,165
76,5
133,98
7,174
10,23
146,1
43,58
149,103
78,174
155,23
63,18
1,92
158,23
53,187
81,23
4,72
193,53
195,116
148,37
157,89
114,58
15,160
211,49
63,68
62,169
158,165
134,18
193,195
189,57
195,33
148,179
211,191
189,199
124,187
204,98
195,175
86,160
125,110
78,99
4,11
165,182
13,94
92,96
165,40
199,190
109,132
196,110
134,68
149,149
72,92
199,48
149,99
163,96
149,7
75,11
180,132
161,163
54,181
143,92
16,94
145,155
75,72
51,124
146,72
161,21
133,169
145,13
7,32
78,32
155,94
84,94
125,181
87,94
78,170
205,23
145,39
6,108
69,120
158,94
47,128
53,104
23,111
193,124
7,170
205,165
145,181
124,45
57,119
209,33
147,36
148,108
21,167
38,203
209,175
178,53
1,163
86,18
122,124
133,27
125,39
147,178
4,143
53,45
211,120
92,167
109,203
72,163
75,143
15,18
78,28
13,165
178,195
205,43
205,185
62,27
179,34
84,165
92,25
164,17
109,61
7,78
72,21
54,39
77,108
189,128
7,28
75,1
195,104
179,176
87,165
84,23
164,159
19,92
3,84
63,94
21,25
122,195
153,183
77,179
16,165
87,23
3,110
51,195
67,104
140,191
118,199
153,41
165,111
140,120
211,17
5,107
38,61
6,179
122,53
199,119
124,175
147,3
199,19
77,37
94,182
128,190
162,23
149,78
151,18
1,21
118,128
146,31
36,124
4,1
161,92
211,159
69,191
63,114
13,23
78,149
147,145
145,84
16,23
47,199
199,161
53,175
124,104
51,53
6,37
69,49
37,105
23,182
205,94
145,110
47,57
22,88
199,63
94,111
140,49
90,163
53,33
209,104
118,57
11,112
124,33
23,40
144,19
94,40
57,48
7,7
147,107
74,155
209,18
128,48
207,43
134,165
178,124
78,7
69,88
19,21
5,74
162,165
90,21
74,181
151,160
205,114
128,119
57,190
208,41
78,78
179,105
74,13
90,92
57,90
138,175
7,149
3,13
74,84
63,23
164,88
146,173
76,178
20,94
181,13
147,19
153,112
211,88
147,74
134,23
134,94
199,205
19,163
3,155
63,165
74,39
3,39
199,90
162,94
144,161
138,33
169,6
209,160
67,33
9,89
151,89
76,36
207,185
208,183
107,195
4,102
5,36
181,155
134,185
181,55
198,51
3,181
146,102
57,134
147,161
107,53
108,176
67,175
201,51
199,134
177,54
5,178
163,14
36,53
36,195
169,148
181,197
134,43
205,38
198,193
108,34
201,193
2,90
93,17
74,110
63,185
82,41
93,159
140,17
76,3
37,176
144,90
128,19
67,89
65,114
63,43
82,183
138,104
177,196
22,159
163,156
11,183
209,89
140,159
76,145
76,107
69,159
205,180
37,34
5,145
66,112
57,161
107,124
91,23
20,165
39,84
9,160
4,173
5,90
27,77
201,191
201,49
134,114
203,46
108,105
93,88
211,25
207,114
128,161
203,188
39,126
211,167
80,18
181,186
181,44
208,112
91,165
75,31
57,205
155,182
128,63
2,161
56,122
67,160
59,122
22,17
82,112
140,88
73,19
184,177
80,160
181,84
138,18
76,74
35,125
196,193
147,90
21,85
128,90
155,40
169,77
11,41
91,94
80,89
184,35
75,102
69,17
196,51
65,185
66,183
128,134
75,173
136,43
73,90
137,41
128,205
203,37
5,3
138,89
153,32
57,19
136,114
137,112
110,84
203,179
110,13
63,109
59,120
153,29
39,155
153,174
76,19
153,171
20,23
146,167
76,90
5,161
9,18
4,31
73,161
146,25
138,160
98,77
27,148
61,117
98,6
69,96
39,197
206,159
195,182
110,126
184,195
127,122
130,122
56,193
195,185
136,185
59,193
206,17
110,55
207,186
137,183
186,195
195,40
184,53
57,63
39,115
195,43
207,44
186,53
110,155
127,51
2,19
187,176
187,34
67,18
76,161
192,197
35,196
130,51
192,55
65,43
98,148
181,126
66,41
21,156
63,180
106,125
13,111
106,54
110,197
127,193
59,191
198,122
92,14
39,13
130,193
61,188
5,19
205,198
42,106
201,122
181,182
92,85
106,196
134,38
92,156
142,175
205,56
130,49
132,46
177,125
181,40
54,122
134,109
27,6
130,120
142,33
196,169
69,167
163,85
196,27
140,25
39,55
177,195
110,44
39,186
205,109
201,120
177,182
56,51
13,182
177,53
42,177
177,40
59,51
54,193
35,54
203,117
134,180
130,191
211,96
181,115
84,40
21,14
61,108
207,47
113,35
63,38
11,103
207,189
147,157
191,201
155,111
59,49
132,117
61,179
147,15
11,100
11,174
140,96
61,46
69,25
11,171
125,51
132,37
82,32
211,183
110,115
132,188
82,29
184,106
4,167
39,44
64,159
209,177
13,40
84,111
183,180
191,211
140,167
110,186
42,35
54,51
61,37
11,32
4,96
53,182
84,182
64,88
189,181
191,59
113,177
11,29
75,25
135,17
42,195
209,201
53,111
113,106
168,159
209,211
211,41
42,124
4,25
53,114
196,122
155,169
64,17
197,198
53,40
209,35
125,193
42,53
65,115
211,196
197,207
183,38
124,40
182,187
191,69
201,195
53,185
53,43
189,39
132,179
209,59
203,108
195,192
82,174
44,124
65,186
153,103
125,122
45,105
82,171
153,100
44,195
50,126
195,189
63,127
113,53
65,44
146,96
39,111
44,53
45,176
168,17
75,167
45,34
132,108
0,104
50,197
124,43
50,55
82,103
63,56
135,159
39,40
0,33
136,44
54,27
177,184
63,198
192,175
209,69
155,27
197,56
206,88
154,161
35,53
39,182
124,182
211,54
82,100
147,163
35,40
65,47
115,53
5,15
195,111
54,98
113,195
35,124
209,207
49,59
35,111
197,65
184,124
75,96
0,175
65,118
124,185
5,86
54,169
195,114
69,41
135,88
49,130
182,45
136,186
116,34
69,112
35,195
67,106
201,53
124,111
113,124
67,35
115,195
124,114
41,38
200,179
165,148
207,115
41,109
195,50
49,69
116,176
121,55
195,47
121,197
134,198
186,124
35,182
49,140
187,105
134,56
47,39
110,182
67,59
136,115
152,155
71,175
47,110
192,126
110,40
177,42
205,127
26,17
67,130
65,189
26,88
125,169
106,195
199,185
115,124
192,33
71,33
67,140
143,157
116,105
121,126
154,19
13,98
106,182
136,189
67,69
13,27
76,157
55,56
207,169
181,111
125,27
106,53
5,157
69,54
134,127
110,111
49,201
147,21
106,40
69,183
67,177
55,65
157,149
55,127
120,201
209,65
209,26
136,47
182,183
142,104
71,104
202,189
196,98
125,98
106,124
40,45
59,53
152,151
177,124
158,161
69,125
53,50
177,111
53,47
186,185
41,180
205,162
49,211
76,15
211,161
200,37
106,111
165,6
207,118
47,181
35,42
120,59
55,136
147,86
136,118
76,86
153,169
40,116
50,33
120,130
194,197
152,13
140,112
138,106
140,183
140,41
138,35
191,130
138,177
112,109
112,180
67,201
199,43
143,15
12,19
120,140
5,21
59,124
120,211
161,162
181,195
207,27
53,121
67,65
157,7
211,112
53,118
35,113
26,159
209,106
112,38
183,109
182,41
67,26
58,37
67,211
118,110
50,104
12,90
207,203
13,169
118,181
138,201
55,198
138,130
202,47
69,196
97,159
120,69
97,88
23,6
152,9
55,207
10,13
138,140
149,154
191,140
57,43
40,187
138,211
197,203
189,110
158,19
84,98
59,195
53,192
5,92
84,169
186,43
209,130
168,88
53,189
126,127
67,136
118,39
35,184
67,97
50,175
126,198
152,181
209,140
138,59
140,125
97,17
140,196
147,164
12,161
1,15
65,27
138,69
126,136
111,116
155,98
130,124
124,121
150,147
126,207
205,20
111,187
5,163
15,7
84,27
197,127
124,118
130,195
126,56
140,54
58,108
211,19
124,192
149,156
67,207
67,168
58,179
124,189
211,125
23,77
126,65
153,27
159,155
10,84
197,136
57,114
106,113
40,41
1,86
65,98
111,45
60,47
106,184
23,148
121,104
10,9
10,155
16,19
130,53
57,185
204,173
44,43
121,175
1,157
83,161
63,20
124,50
76,163
69,19
65,169
15,149
15,78
40,183
40,112
60,118
194,55
124,47
11,27
52,55
106,42
203,172
10,80
182,116
138,207
121,33
60,189
83,90
76,92
19,20
138,136
83,19
181,171
16,90
161,20
181,53
39,53
138,168
201,124
129,179
195,121
207,61
171,151
65,61
138,97
94,148
7,12
195,118
44,114
81,155
129,108
10,151
76,21
138,65
55,61
138,26
128,185
72,157
10,39
16,161
94,77
177,113
210,201
63,91
69,90
136,169
129,37
5,22
8,5
44,185
192,104
63,162
81,84
86,149
149,12
128,114
197,61
7,14
164,155
94,6
69,161
17,13
72,86
62,31
136,98
11,98
81,13
154,90
86,78
128,43
11,169
111,183
111,112
72,15
147,92
61,30
52,197
136,27
131,118
149,161
86,7
111,41
52,126
131,47
39,29
81,80
184,197
210,171
81,9
175,161
152,39
131,189
19,91
29,9
39,124
68,59
87,90
22,13
7,19
42,55
147,22
68,29
209,136
65,132
7,83
33,19
149,165
19,162
81,151
7,23
17,17
150,5
87,19
39,195
115,114
159,159
134,91
87,161
199,167
115,43
65,203
55,132
149,14
159,13
7,154
209,97
203,211
57,25
140,90
55,203
61,69
157,153
82,98
115,185
15,11
200,108
204,31
10,110
204,165
10,181
62,23
123,126
21,7
134,162
203,30
140,161
5,164
134,20
140,19
82,169
181,29
90,91
110,124
5,93
57,28
136,132
78,83
12,41
8,76
8,147
7,85
126,132
12,11
7,156
165,77
17,155
55,45
3,4
17,84
163,149
199,170
152,84
49,61
123,197
53,61
154,183
90,162
63,35
199,114
65,34
81,110
62,102
61,101
39,100
143,86
76,93
29,80
207,98
110,195
48,31
79,76
136,203
171,9
78,85
68,49
88,84
154,153
50,41
55,25
27,4
78,154
52,37
62,173
157,78
82,27
182,112
61,172
197,187
68,130
210,59
145,146
5,13
164,13
126,203
39,171
133,102
22,84
149,19
202,118
152,80
184,55
210,29
191,203
195,203
29,151
7,90
81,181
158,90
175,19
205,177
186,114
207,176
190,173
132,101
57,51
205,91
110,100
210,191
100,80
139,130
68,201
76,164
79,147
22,155
7,161
93,84
192,183
57,66
78,156
42,197
51,43
211,90
88,155
42,126
133,173
153,98
123,55
90,20
110,53
136,61
132,172
197,167
194,126
149,23
78,90
1,13
110,171
78,12
68,100
33,90
100,151
126,61
169,146
81,39
194,179
25,12
43,40
159,17
161,91
199,25
181,124
7,94
41,37
147,155
76,22
199,193
68,171
33,161
79,5
203,69
113,126
157,11
207,132
139,201
17,88
204,23
199,208
149,83
7,165
78,14
93,155
62,39
17,159
57,96
197,132
57,167
139,100
163,7
193,185
78,161
88,13
152,110
8,23
42,45
147,93
11,9
133,31
61,211
150,76
132,30
149,85
110,29
159,84
100,9
104,90
27,19
204,102
139,59
15,153
113,197
67,51
203,101
181,100
10,15
171,80
210,130
62,165
139,171
6,21
93,13
78,19
61,140
15,82
78,94
113,55
62,94
104,161
21,78
139,29
199,28
21,149
143,155
57,170
68,65
167,154
154,41
104,19
88,88
78,165
68,17
78,23
12,183
128,96
69,63
185,182
154,11
88,159
57,99
164,84
88,17
128,167
132,211
128,25
3,25
197,45
145,4
191,61
86,153
195,61
132,69
61,66
205,35
12,153
183,179
55,187
3,146
207,34
132,140
133,165
204,181
149,90
190,31
12,112
12,82
55,116
150,165
184,126
210,100
210,49
3,75
92,149
192,41
19,11
128,170
54,57
86,82
8,33
69,22
86,11
133,94
83,183
133,23
197,25
92,78
128,99
49,132
184,187
57,58
53,132
83,153
175,90
49,203
126,187
74,146
63,106
153,151
65,105
48,102
169,4
53,203
68,120
194,37
120,203
63,177
65,176
149,94
159,88
169,161
50,112
209,193
13,22
48,173
124,203
199,96
55,96
152,157
203,140
92,7
68,191
57,60
134,177
83,112
148,163
128,28
83,41
27,75
210,207
50,183
52,108
55,167
210,159
211,205
83,11
157,82
136,176
126,45
145,167
74,4
5,84
204,94
57,122
163,78
199,99
120,61
203,208
124,61
68,21
147,13
119,173
57,137
83,82
154,112
51,114
154,82
27,146
1,84
52,179
161,153
197,116
126,116
58,61
5,155
74,75
134,35
120,132
57,193
57,208
145,75
191,132
124,132
136,34
139,191
199,51
51,185
119,31
195,132
199,66
1,155
134,106
193,43
196,199
139,49
136,105
119,102
205,106
121,41
25,83
143,13
126,25
121,183
25,154
43,111
43,182
150,175
65,37
41,108
139,120
121,112
98,4
123,37
62,110
8,94
207,105
67,16
41,179
62,181
126,167
167,12
42,116
11,80
98,146
126,96
27,90
43,50
190,102
211,164
47,32
76,13
67,122
10,86
128,51
51,31
23,21
210,120
128,66
199,200
155,164
199,202
8,165
98,75
192,112
197,96
185,40
123,179
169,75
57,23
6,92
7,6
68,136
122,43
42,187
11,151
69,44
27,161
27,27
76,155
68,88
69,134
128,193
11,25
183,37
123,108
204,39
150,23
210,163
76,84
67,193
128,208
72,13
10,157
96,12
114,40
200,203
122,185
194,108
11,24
184,45
153,9
72,155
96,154
6,163
128,122
68,207
128,137
59,43
112,37
207,179
133,39
68,159
122,114
114,182
169,19
72,84
209,51
152,15
96,83
69,205
147,84
79,23
199,122
113,45
82,9
209,158
114,111
112,179
148,21
133,181
3,96
79,165
3,167
185,192
112,108
133,110
79,94
113,116
61,137
199,137
98,19
193,114
210,65
210,17
138,51
189,174
113,187
61,208
193,173
82,151
98,161
211,63
19,153
30,7
54,199
55,70
19,82
145,25
8,175
54,128
203,66
143,84
167,83
69,164
82,80
98,90
8,104
165,163
138,122
161,11
199,165
196,57
150,33
81,86
69,93
185,111
81,15
45,61
59,44
183,108
204,110
77,92
138,193
57,200
57,129
15,12
81,157
5,29
77,163
149,148
139,136
13,164
139,207
150,94
211,22
139,159
77,21
184,116
139,88
139,65
60,59
53,69
5,31
211,186
153,80
139,17
140,63
69,29
34,53
13,93
199,58
155,22
74,25
140,205
132,66
57,202
58,69
140,134
90,11
125,57
74,96
64,25
57,131
79,33
140,22
68,163
199,60
48,35
74,167
128,58
132,137
169,90
58,203
68,92
210,21
132,208
67,66
90,153
65,179
61,52
90,82
209,122
169,169
84,22
125,199
153,167
152,86
54,67
128,60
58,132
67,158
125,128
43,192
64,21
139,21
148,92
200,61
42,33
207,37
23,7
209,16
129,61
153,166
46,49
201,185
65,108
67,87
65,31
172,149
136,37
197,212
79,104
185,50
79,175
47,174
51,173
138,16
189,32
193,31
210,136
187,203
114,50
23,163
70,27
201,186
3,33
157,154
55,46
140,93
210,88
140,164
211,134
128,200
19,17
43,49
147,171
43,121
47,103
202,201
145,96
195,211
147,173
211,171
118,32
165,21
128,129
84,93
84,164
122,31
128,131
176,195
94,21
128,23
203,137
63,36
139,92
78,6
9,21
200,211
206,167
199,23
57,40
128,202
53,62
61,53
57,165
13,35
149,6
7,148
139,163
140,44
211,44
169,27
161,82
153,25
129,132
190,177
153,24
209,208
203,194
98,27
196,128
136,108
23,19
51,102
150,104
3,18
196,209
69,186
53,59
129,203
27,169
136,179
82,25
11,167
206,163
201,43
211,93
11,166
138,87
23,92
199,129
114,121
118,103
138,158
172,7
122,102
184,175
94,92
63,42
197,70
11,23
82,24
57,94
59,185
114,192
118,174
165,149
188,191
30,149
207,173
128,94
55,212
155,93
187,61
130,43
101,7
199,131
45,203
210,92
55,26
200,132
207,108
201,44
212,169
145,175
7,77
126,70
157,12
69,115
147,29
59,186
122,173
27,98
66,19
197,188
9,38
94,163
202,59
15,154
116,61
5,171
128,165
161,159
65,45
11,96
78,148
60,201
11,95
55,24
209,87
185,191
59,50
78,77
130,44
86,12
53,211
140,186
98,169
140,115
98,98
5,173
185,121
82,167
76,29
67,21
189,103
82,96
59,114
195,69
82,166
193,102
69,171
131,59
34,195
165,92
130,185
30,78
205,178
55,141
147,31
211,29
3,37
151,163
101,149
176,53
82,95
199,94
58,211
16,13
64,167
48,177
70,65
41,42
130,114
149,77
211,115
45,132
200,69
169,98
59,115
67,208
124,69
15,83
206,25
190,35
5,100
60,130
61,194
53,140
199,182
5,102
54,209
101,78
62,41
69,100
126,141
116,132
76,31
195,204
153,96
203,195
153,95
140,29
130,115
1,29
105,53
155,177
165,161
201,114
51,58
209,66
203,52
1,10
34,124
64,163
129,69
58,140
145,160
172,78
195,201
126,212
116,203
42,175
197,141
86,83
3,6
130,186
187,132
76,100
23,149
46,191
205,184
196,67
153,165
197,168
206,21
65,173
131,130
208,161
1,18
201,115
64,96
55,18
70,169
48,106
184,33
165,7
135,25
3,175
67,137
188,49
151,180
119,35
207,31
55,188
207,187
157,83
61,123
86,154
197,166
201,192
212,27
54,138
64,92
145,33
209,163
197,46
145,179
161,17
158,155
19,159
138,66
132,52
124,140
185,49
43,191
125,67
135,21
212,207
205,36
183,184
42,104
147,100
202,130
204,183
63,178
195,140
151,21
147,102
9,163
57,182
13,30
76,171
211,100
76,102
53,204
23,78
199,40
176,124
131,201
143,171
46,120
195,62
124,211
140,100
193,200
203,53
113,33
76,173
155,35
165,19
94,7
140,171
105,124
65,102
117,49
105,195
70,98
143,152
49,37
61,195
3,104
55,117
145,18
129,211
45,48
145,148
51,35
200,140
136,31
56,21
135,167
35,50
195,59
206,96
143,160
19,88
13,4
63,45
205,42
190,106
43,120
13,177
197,160
141,27
155,172
129,140
74,33
43,37
23,161
126,46
63,107
3,160
119,177
53,201
138,208
132,194
90,17
209,137
203,123
66,37
196,138
153,23
197,26
208,19
63,184
151,38
191,179
114,49
134,36
9,92
66,51
57,111
53,31
135,96
53,57
53,133
187,190
125,209
207,45
193,177
206,92
197,24
184,104
11,165
201,50
165,78
65,19
80,21
188,120
55,168
128,40
119,106
207,102
198,163
209,21
138,137
135,163
66,161
113,175
9,180
132,123
61,64
177,192
155,146
65,187
57,45
145,37
61,124
125,138
135,92
205,187
94,149
13,106
158,13
212,65
212,98
124,62
185,179
113,104
117,191
5,14
208,179
136,173
183,42
204,41
141,169
51,67
94,78
145,104
117,120
23,90
3,89
55,166
208,193
195,173
197,117
161,88
143,29
59,192
67,163
69,68
136,102
65,64
3,179
16,155
185,120
74,175
70,207
205,107
132,53
53,130
126,188
193,58
41,184
195,199
62,183
90,159
141,98
151,92
143,10
199,111
207,161
145,6
45,45
1,171
143,18
57,52
195,133
64,51
63,113
84,35
7,25
11,94
114,191
134,178
80,163
51,200
197,18
55,97
62,37
203,206
94,19
203,124
155,30
199,187
5,17
155,106
1,152
165,90
145,89
74,18
124,59
195,130
191,37
147,156
66,90
134,42
69,21
82,23
128,182
187,48
9,109
126,26
42,37
65,116
137,19
55,95
63,63
193,209
193,35
3,148
211,210
59,121
58,23
74,104
207,206
198,21
1,160
177,50
155,4
187,187
205,113
153,94
197,97
51,33
67,92
3,108
199,194
124,204
55,160
208,90
16,84
80,38
151,109
207,116
205,45
70,136
206,193
13,172
126,117
41,113
132,195
136,45
62,112
185,37
90,88
11,33
197,95
114,120
49,179
208,37
134,107
149,167
84,177
208,51
195,31
4,41
1,100
195,57
94,161
126,24
80,92
201,121
128,111
51,129
124,133
20,9
207,19
74,160
124,201
204,179
134,184
132,124
7,11
1,81
82,165
3,77
203,64
199,45
147,14
21,15
147,159
209,92
1,89
211,163
145,108
130,50
55,89
13,101
193,67
84,106
15,17
158,84
25,15
138,21
49,108
211,68
207,64
63,22
187,45
14,13
74,37
45,190
199,52
184,179
51,47
51,177
206,51
126,168
94,90
74,89
137,161
124,130
134,113
212,136
87,13
56,163
80,180
141,65
82,94
35,192
67,17
51,36
69,45
45,119
136,187
183,113
112,42
149,25
133,41
204,112
61,50
205,205
126,97
204,37
126,166
68,51
137,90
147,17
66,33
47,47
72,29
130,192
13,146
138,163
80,109
143,100
63,187
15,39
8,13
200,165
193,175
136,116
122,58
211,21
49,62
51,106
72,10
153,175
60,55
43,179
146,183
126,95
31,54
74,6
47,36
66,179
130,121
13,36
74,179
56,92
59,67
59,69
66,193
35,121
13,75
184,37
138,92
53,173
193,129
63,116
72,18
43,108
74,108
143,81
126,18
87,155
162,151
205,63
66,108
145,77
143,89
59,17
149,153
197,89
66,122
163,157
84,30
120,37
53,102
141,207
155,101
1,12
200,23
112,184
53,128
65,90
87,84
61,135
141,136
116,48
157,159
191,108
187,119
122,35
133,183
127,21
57,116
193,33
53,199
65,161
61,206
56,39
167,157
112,113
205,164
153,33
72,171
193,106
106,50
5,85
133,112
57,187
156,155
5,156
72,100
51,138
69,139
198,92
65,135
122,200
122,129
177,121
84,4
193,189
45,116
57,123
72,81
74,77
47,40
46,45
134,45
61,45
146,41
114,37
209,159
162,9
64,122
51,209
69,210
72,152
193,178
65,206
57,37
45,187
155,75
74,148
149,11
205,116
7,96
72,89
45,31
163,15
137,37
72,160
126,160
185,108
137,51
8,21
211,187
60,53
1,19
63,26
124,31
84,172
208,108
120,179
126,89
208,122
203,192
124,57
84,101
157,17
167,15
120,108
62,108
136,19
132,64
195,102
205,22
116,119
5,88
210,193
57,194
195,128
128,45
207,90
208,175
122,106
64,193
7,167
76,14
122,67
69,92
203,135
156,13
199,116
127,92
62,179
106,121
17,10
193,47
42,108
84,75
63,134
189,189
157,181
21,17
58,94
140,68
136,64
134,116
51,104
150,155
116,45
5,159
128,52
135,51
78,25
209,17
69,163
42,179
116,190
133,37
11,104
76,17
193,36
114,108
137,108
19,13
211,45
15,34
203,50
122,177
127,163
210,51
9,13
63,205
106,192
58,165
21,24
54,63
137,122
57,21
140,21
113,37
147,85
51,175
84,146
11,175
193,138
191,204
4,183
211,139
9,23
4,112
202,197
208,33
20,80
173,196
124,102
134,63
207,135
7,82
187,116
52,59
124,128
136,90
132,135
129,23
20,151
189,178
7,153
128,116
155,178
199,123
201,209
21,86
15,88
13,17
76,85
122,138
21,157
25,86
122,33
37,18
15,159
82,33
134,187
140,139
5,40
189,47
75,41
206,122
114,179
91,9
13,15
137,179
25,157
201,211
63,93
54,59
136,135
137,193
63,164
157,39
201,159
14,155
150,13
116,116
143,154
191,62
149,96
198,181
128,123
124,173
189,182
188,187
51,189
202,55
203,187
199,179
7,16
135,122
78,11
14,84
124,199
187,173
136,161
150,163
51,118
2,33
204,108
67,159
51,178
147,88
78,96
69,187
132,206
67,88
92,15
211,92
173,54
128,187
202,195
76,156
86,17
96,15
133,108
134,22
85,13
51,107
122,47
69,116
184,108
138,17
122,36
205,134
122,209
189,36
140,45
155,36
66,23
61,192
61,121
76,88
201,67
143,161
140,210
140,92
132,50
68,193
136,206
201,69
116,187
66,175
113,108
200,94
193,104
3,11
47,189
128,194
139,51
5,28
134,134
135,193
78,167
129,94
153,104
133,179
205,168
201,17
122,104
143,12
68,122
66,104
137,33
15,181
76,159
68,63
47,118
118,47
82,104
198,39
8,155
75,112
140,163
146,112
159,152
113,179
15,110
134,205
189,40
86,39
49,204
163,159
129,165
79,13
162,80
3,31
8,84
120,62
161,155
188,45
157,176
149,82
122,175
60,197
203,45
199,37
131,55
102,54
118,36
82,175
163,86
187,31
75,183
84,36
130,67
91,151
49,133
157,88
31,196
65,62
151,155
167,86
78,153
163,166
130,69
27,16
196,205
59,33
199,163
49,44
60,126
150,21
130,17
48,49
47,58
47,178
202,53
205,93
91,80
13,178
78,82
143,19
92,86
151,165
92,157
59,209
205,26
86,159
86,88
31,125
159,10
194,201
47,107
59,211
72,12
13,107
155,159
59,159
127,39
96,86
96,157
118,40
163,17
117,45
161,13
157,34
179,160
132,45
1,154
69,70
134,93
85,84
151,13
59,138
163,24
59,140
196,63
199,21
56,181
156,84
134,164
20,25
128,37
59,88
47,182
151,23
1,83
116,31
85,155
122,118
194,59
56,110
47,111
147,182
138,88
122,189
46,116
61,116
57,108
79,21
131,53
45,102
122,107
8,92
155,157
138,159
193,118
60,124
155,17
46,187
122,178
140,116
209,88
132,121
196,201
140,187
179,18
193,107
139,122
61,187
137,104
72,19
1,90
132,192
118,118
147,40
63,97
149,158
57,179
86,110
51,38
17,81
134,26
88,10
211,116
79,84
144,175
21,88
203,121
45,173
208,165
139,193
145,153
8,163
92,17
90,13
60,195
1,161
5,35
19,84
19,25
147,170
137,175
155,15
120,133
210,122
86,34
118,189
